Plot Title: 20#,,,,,,
#,"Date Time, GMT+08:00","Water Content, m?/m? (20)","Water Content, m?/m? (40)","Water Content, m?/m? (60)","Water Content, m?/m? (80)","Water Content, m?/m? (100)"
37,04/20/13 22时41分13秒,0.8145,0.1499,0.1143,0.1543,0.1506
38,04/20/13 22时51分13秒,0.8123,0.1499,0.115,0.1543,0.1506
39,04/20/13 23时01分13秒,0.8116,0.1499,0.1143,0.1543,0.1506
40,04/20/13 23时11分13秒,0.8036,0.1499,0.1143,0.1543,0.1506
41,04/20/13 23时21分13秒,0.7992,0.1499,0.1143,0.1543,0.1506
42,04/20/13 23时31分13秒,0.8021,0.1499,0.115,0.1543,0.1506
43,04/20/13 23时41分13秒,0.8,0.1499,0.1143,0.1543,0.1506
44,04/20/13 23时51分13秒,0.7978,0.1499,0.115,0.1543,0.1506
45,04/21/13 00时01分13秒,0.7934,0.1499,0.115,0.1543,0.1506
46,04/21/13 00时11分13秒,0.792,0.1499,0.115,0.1543,0.1506
47,04/21/13 00时21分13秒,0.7876,0.1499,0.1143,0.1543,0.1506
48,04/21/13 00时31分13秒,0.7854,0.1499,0.1143,0.1543,0.1506
49,04/21/13 00时41分13秒,0.7818,0.1499,0.1143,0.1543,0.1506
50,04/21/13 00时51分13秒,0.7607,0.1499,0.1143,0.1543,0.1506
51,04/21/13 01时01分13秒,0.7658,0.1499,0.1143,0.1543,0.1506
52,04/21/13 01时11分13秒,0.7709,0.1499,0.1143,0.1543,0.1506
53,04/21/13 01时21分13秒,0.7658,0.1499,0.1143,0.1543,0.1506
54,04/21/13 01时31分13秒,0.7666,0.1499,0.1143,0.1543,0.1506
55,04/21/13 01时41分13秒,0.7658,0.1499,0.115,0.1543,0.1506
56,04/21/13 01时51分13秒,0.7637,0.1499,0.115,0.1543,0.1506
57,04/21/13 02时01分13秒,0.7564,0.1499,0.1143,0.1543,0.1506
58,04/21/13 02时11分13秒,0.7578,0.1499,0.1143,0.1543,0.1506
59,04/21/13 02时21分13秒,0.7578,0.1499,0.1143,0.1543,0.1506
60,04/21/13 02时31分13秒,0.7513,0.1499,0.1143,0.1543,0.1506
61,04/21/13 02时41分13秒,0.7491,0.1499,0.1143,0.1543,0.1506
62,04/21/13 02时51分13秒,0.7499,0.1499,0.1143,0.1543,0.1506
63,04/21/13 03时01分13秒,0.7469,0.1499,0.1143,0.1543,0.1506
64,04/21/13 03时11分13秒,0.7484,0.1499,0.1136,0.1543,0.1506
65,04/21/13 03时21分13秒,0.7448,0.1499,0.1136,0.1543,0.1506
66,04/21/13 03时31分13秒,0.739,0.1499,0.1143,0.1543,0.1506
67,04/21/13 03时41分13秒,0.7404,0.1499,0.1143,0.1543,0.1506
68,04/21/13 03时51分13秒,0.7331,0.1499,0.1143,0.1543,0.1506
69,04/21/13 04时01分13秒,0.731,0.1499,0.1143,0.1543,0.1506
70,04/21/13 04时11分13秒,0.7361,0.1499,0.1143,0.1543,0.1506
71,04/21/13 04时21分13秒,0.7339,0.1499,0.1143,0.1543,0.1506
72,04/21/13 04时31分13秒,0.7361,0.1499,0.1143,0.1543,0.1506
73,04/21/13 04时41分13秒,0.731,0.1499,0.1143,0.1543,0.1506
74,04/21/13 04时51分13秒,0.7259,0.1499,0.1143,0.1543,0.1499
75,04/21/13 05时01分13秒,0.7215,0.1499,0.1143,0.1543,0.1499
76,04/21/13 05时11分13秒,0.7215,0.1499,0.1143,0.1543,0.1499
77,04/21/13 05时21分13秒,0.7114,0.1499,0.1143,0.1543,0.1499
78,04/21/13 05时31分13秒,0.7114,0.1499,0.1143,0.1543,0.1499
79,04/21/13 05时41分13秒,0.7114,0.1499,0.1143,0.1543,0.1499
80,04/21/13 05时51分13秒,0.7208,0.1499,0.1143,0.1543,0.1499
81,04/21/13 06时01分13秒,0.7186,0.1499,0.1136,0.1543,0.1499
82,04/21/13 06时11分13秒,0.7121,0.1499,0.1136,0.1543,0.1499
83,04/21/13 06时21分13秒,0.7106,0.1499,0.1143,0.1543,0.1499
84,04/21/13 06时31分13秒,0.7055,0.1499,0.1143,0.1543,0.1499
85,04/21/13 06时41分13秒,0.7026,0.1499,0.1143,0.1543,0.1499
86,04/21/13 06时51分13秒,0.7005,0.1499,0.1143,0.1543,0.1499
87,04/21/13 07时01分13秒,0.7026,0.1499,0.1143,0.1543,0.1499
88,04/21/13 07时11分13秒,0.7092,0.1506,0.1143,0.1543,0.1499
89,04/21/13 07时21分13秒,0.7048,0.1499,0.1143,0.1543,0.1499
90,04/21/13 07时31分13秒,0.7121,0.1499,0.1143,0.1543,0.1499
91,04/21/13 07时41分13秒,0.7085,0.1499,0.1143,0.1543,0.1499
92,04/21/13 07时51分13秒,0.715,0.1499,0.1143,0.1543,0.1499
93,04/21/13 08时01分13秒,0.715,0.1499,0.1143,0.1543,0.1499
94,04/21/13 08时11分13秒,0.7208,0.1506,0.1143,0.1543,0.1499
95,04/21/13 08时21分13秒,0.7302,0.1506,0.1143,0.1543,0.1499
96,04/21/13 08时31分13秒,0.7361,0.1506,0.1143,0.1543,0.1499
97,04/21/13 08时41分13秒,0.7484,0.1499,0.115,0.1543,0.1499
98,04/21/13 08时51分13秒,0.7571,0.1499,0.1143,0.1543,0.1499
99,04/21/13 09时01分13秒,0.7687,0.1499,0.1143,0.1543,0.1499
100,04/21/13 09时11分13秒,0.776,0.1499,0.115,0.1543,0.1499
101,04/21/13 09时21分13秒,0.7876,0.1499,0.115,0.1543,0.1499
102,04/21/13 09时31分13秒,0.7978,0.1499,0.1129,0.1543,0.1492
103,04/21/13 09时41分13秒,0.808,0.1499,0.1143,0.1543,0.1492
104,04/21/13 09时51分13秒,0.8167,0.1499,0.1143,0.1543,0.1492
105,04/21/13 10时01分13秒,0.8399,0.1499,0.1143,0.1543,0.1499
106,04/21/13 10时11分13秒,0.8406,0.1499,0.1143,0.1543,0.1499
107,04/21/13 10时21分13秒,0.8523,0.1499,0.1143,0.1543,0.1492
108,04/21/13 10时31分13秒,0.8661,0.1499,0.1136,0.1543,0.1492
109,04/21/13 10时41分13秒,0.8711,0.1499,0.1136,0.1543,0.1492
110,04/21/13 10时51分13秒,0.8799,0.1499,0.1129,0.1543,0.1492
111,04/21/13 11时01分13秒,0.89,0.1499,0.1143,0.1543,0.1492
112,04/21/13 11时11分13秒,0.8966,0.1499,0.1143,0.1543,0.1492
113,04/21/13 11时21分13秒,0.9053,0.1499,0.1143,0.1543,0.1492
114,04/21/13 11时31分13秒,0.9147,0.1499,0.1143,0.1543,0.1492
115,04/21/13 11时41分13秒,0.9249,0.1499,0.115,0.1543,0.1492
116,04/21/13 11时51分13秒,0.9329,0.1499,0.1143,0.1543,0.1492
117,04/21/13 12时01分13秒,0.9387,0.1499,0.1143,0.1543,0.1492
118,04/21/13 12时11分13秒,0.951,0.1499,0.1143,0.1543,0.1492
119,04/21/13 12时21分13秒,0.9547,0.1499,0.1136,0.1543,0.1492
120,04/21/13 12时31分13秒,0.9605,0.1499,0.1136,0.1543,0.1492
121,04/21/13 12时41分13秒,0.9692,0.1499,0.1143,0.1543,0.1492
122,04/21/13 12时51分13秒,0.9772,0.1499,0.1143,0.1543,0.1492
123,04/21/13 13时01分13秒,0.9786,0.1499,0.1143,0.1543,0.1492
124,04/21/13 13时11分13秒,0.9786,0.1499,0.1143,0.1543,0.1492
125,04/21/13 13时21分13秒,0.9518,0.1499,0.1143,0.1543,0.1492
126,04/21/13 13时31分13秒,0.9692,0.1499,0.115,0.1543,0.1492
127,04/21/13 13时41分13秒,0.9736,0.1499,0.1143,0.1543,0.1492
128,04/21/13 13时51分13秒,0.9779,0.1499,0.1143,0.1543,0.1492
129,04/21/13 14时01分13秒,0.9845,0.1499,0.1143,0.1543,0.1492
130,04/21/13 14时11分13秒,0.9881,0.1499,0.115,0.1543,0.1492
131,04/21/13 14时21分13秒,0.9772,0.1499,0.115,0.1543,0.1492
132,04/21/13 14时31分13秒,0.983,0.1499,0.1143,0.1543,0.1492
133,04/21/13 14时41分13秒,0.9808,0.1499,0.115,0.1543,0.1492
134,04/21/13 14时51分13秒,0.9765,0.1492,0.1143,0.1543,0.1492
135,04/21/13 15时01分13秒,0.9772,0.1499,0.1136,0.1543,0.1492
136,04/21/13 15时11分13秒,0.9728,0.1499,0.1136,0.1543,0.1492
137,04/21/13 15时21分13秒,0.9641,0.1499,0.1143,0.1543,0.1492
138,04/21/13 15时31分13秒,0.9539,0.1499,0.1143,0.1543,0.1492
139,04/21/13 15时41分13秒,0.9387,0.1499,0.115,0.1543,0.1492
140,04/21/13 15时51分13秒,0.9162,0.1499,0.1129,0.1543,0.1492
141,04/21/13 16时01分13秒,0.9125,0.1499,0.1136,0.1543,0.1492
142,04/21/13 16时11分13秒,0.9024,0.1499,0.1136,0.1543,0.1492
143,04/21/13 16时21分13秒,0.8951,0.1499,0.1143,0.1543,0.1492
144,04/21/13 16时31分13秒,0.8886,0.1499,0.1143,0.1543,0.1492
145,04/21/13 16时41分13秒,0.8835,0.1499,0.1143,0.1543,0.1492
146,04/21/13 16时51分13秒,0.877,0.1499,0.1143,0.1543,0.1492
147,04/21/13 17时01分13秒,0.8719,0.1499,0.1143,0.1543,0.1492
148,04/21/13 17时11分13秒,0.8697,0.1499,0.1143,0.1543,0.1492
149,04/21/13 17时21分13秒,0.8632,0.1499,0.1143,0.1543,0.1499
150,04/21/13 17时31分13秒,0.8559,0.1499,0.1136,0.1543,0.1499
151,04/21/13 17时41分13秒,0.8515,0.1499,0.1136,0.1543,0.1499
152,04/21/13 17时51分13秒,0.8465,0.1499,0.1143,0.1543,0.1499
153,04/21/13 18时01分13秒,0.8414,0.1492,0.1143,0.1543,0.1499
154,04/21/13 18时11分13秒,0.8377,0.1499,0.1143,0.1543,0.1499
155,04/21/13 18时21分13秒,0.8348,0.1499,0.1143,0.1543,0.1499
156,04/21/13 18时31分13秒,0.8334,0.1499,0.1143,0.1543,0.1499
157,04/21/13 18时41分13秒,0.8305,0.1492,0.1143,0.1543,0.1499
158,04/21/13 18时51分13秒,0.8268,0.1492,0.1143,0.1543,0.1499
159,04/21/13 19时01分13秒,0.8239,0.1499,0.1143,0.1543,0.1499
160,04/21/13 19时11分13秒,0.8239,0.1499,0.1129,0.1543,0.1499
161,04/21/13 19时21分13秒,0.8247,0.1499,0.1129,0.1543,0.1499
162,04/21/13 19时31分13秒,0.8232,0.1499,0.1143,0.1543,0.1499
163,04/21/13 19时41分13秒,0.8225,0.1499,0.1143,0.1543,0.1506
164,04/21/13 19时51分13秒,0.8218,0.1499,0.1143,0.1543,0.1506
165,04/21/13 20时01分13秒,0.8189,0.1499,0.115,0.1543,0.1506
166,04/21/13 20时11分13秒,0.8167,0.1499,0.1143,0.1543,0.1506
167,04/21/13 20时21分13秒,0.8138,0.1499,0.1143,0.1543,0.1506
168,04/21/13 20时31分13秒,0.8138,0.1499,0.1143,0.1543,0.1506
169,04/21/13 20时41分13秒,0.8109,0.1499,0.1143,0.1543,0.1506
170,04/21/13 20时51分13秒,0.8087,0.1499,0.1143,0.1543,0.1499
171,04/21/13 21时01分13秒,0.8087,0.1499,0.1143,0.1543,0.1506
172,04/21/13 21时11分13秒,0.8072,0.1506,0.1143,0.1543,0.1506
173,04/21/13 21时21分13秒,0.8058,0.1499,0.1143,0.1543,0.1506
174,04/21/13 21时31分13秒,0.8029,0.1499,0.1143,0.1543,0.1506
175,04/21/13 21时41分13秒,0.7985,0.1499,0.1143,0.1543,0.1506
176,04/21/13 21时51分13秒,0.7949,0.1499,0.1143,0.1543,0.1506
177,04/21/13 22时01分13秒,0.7949,0.1506,0.1143,0.1543,0.1506
178,04/21/13 22时11分13秒,0.7934,0.1499,0.1143,0.1543,0.1506
179,04/21/13 22时21分13秒,0.7934,0.1499,0.1143,0.1543,0.1506
180,04/21/13 22时31分13秒,0.7913,0.1499,0.1143,0.1543,0.1506
181,04/21/13 22时41分13秒,0.7934,0.1499,0.1143,0.1543,0.1506
182,04/21/13 22时51分13秒,0.792,0.1499,0.1143,0.1543,0.1506
183,04/21/13 23时01分13秒,0.792,0.1499,0.1143,0.1543,0.1506
184,04/21/13 23时11分13秒,0.7927,0.1499,0.1143,0.1543,0.1506
185,04/21/13 23时21分13秒,0.7934,0.1499,0.1136,0.1543,0.1506
186,04/21/13 23时31分13秒,0.7927,0.1499,0.1143,0.1543,0.1506
187,04/21/13 23时41分13秒,0.7927,0.1506,0.1136,0.1543,0.1506
188,04/21/13 23时51分13秒,0.7927,0.1506,0.1143,0.1543,0.1506
189,04/22/13 00时01分13秒,0.792,0.1506,0.1143,0.1543,0.1506
190,04/22/13 00时11分13秒,0.7898,0.1506,0.1143,0.1543,0.1506
191,04/22/13 00时21分13秒,0.7898,0.1506,0.1143,0.1543,0.1506
192,04/22/13 00时31分13秒,0.7883,0.1506,0.1143,0.1543,0.1506
193,04/22/13 00时41分13秒,0.7854,0.1506,0.1136,0.1543,0.1506
194,04/22/13 00时51分13秒,0.7869,0.1506,0.1143,0.1543,0.1506
195,04/22/13 01时01分13秒,0.7883,0.1506,0.1143,0.1543,0.1506
196,04/22/13 01时11分13秒,0.7862,0.1506,0.1143,0.1543,0.1506
197,04/22/13 01时21分13秒,0.784,0.1506,0.1143,0.1543,0.1506
198,04/22/13 01时31分13秒,0.7847,0.1506,0.1136,0.1543,0.1506
199,04/22/13 01时41分13秒,0.784,0.1506,0.1143,0.1543,0.1506
200,04/22/13 01时51分13秒,0.7804,0.1506,0.1136,0.1543,0.1506
201,04/22/13 02时01分13秒,0.7796,0.1499,0.1136,0.1543,0.1506
202,04/22/13 02时11分13秒,0.7811,0.1506,0.1136,0.1543,0.1506
203,04/22/13 02时21分13秒,0.7811,0.1499,0.1136,0.1543,0.1506
204,04/22/13 02时31分13秒,0.7804,0.1499,0.1143,0.1543,0.1506
205,04/22/13 02时41分13秒,0.7825,0.1506,0.1143,0.1543,0.1506
206,04/22/13 02时51分13秒,0.7818,0.1506,0.1143,0.1543,0.1506
207,04/22/13 03时01分13秒,0.7811,0.1506,0.1143,0.1543,0.1506
208,04/22/13 03时11分13秒,0.7789,0.1506,0.1143,0.1543,0.1506
209,04/22/13 03时21分13秒,0.7775,0.1506,0.1143,0.1543,0.1506
210,04/22/13 03时31分13秒,0.7782,0.1506,0.1143,0.1543,0.1506
211,04/22/13 03时41分13秒,0.7767,0.1506,0.1143,0.1543,0.1506
212,04/22/13 03时51分13秒,0.776,0.1506,0.1143,0.1543,0.1506
213,04/22/13 04时01分13秒,0.7753,0.1506,0.1136,0.1543,0.1506
214,04/22/13 04时11分13秒,0.7738,0.1506,0.1136,0.1543,0.1506
215,04/22/13 04时21分13秒,0.7716,0.1506,0.1136,0.1543,0.1499
216,04/22/13 04时31分13秒,0.7731,0.1506,0.1136,0.1543,0.1506
217,04/22/13 04时41分13秒,0.7753,0.1506,0.1143,0.1543,0.1506
218,04/22/13 04时51分13秒,0.7767,0.1506,0.1143,0.1543,0.1506
219,04/22/13 05时01分13秒,0.7775,0.1506,0.1143,0.1543,0.1506
220,04/22/13 05时11分13秒,0.7767,0.1506,0.1143,0.1543,0.1499
221,04/22/13 05时21分13秒,0.7775,0.1506,0.1143,0.1543,0.1506
222,04/22/13 05时31分13秒,0.776,0.1506,0.1143,0.1543,0.1506
223,04/22/13 05时41分13秒,0.7753,0.1506,0.1136,0.1543,0.1506
224,04/22/13 05时51分13秒,0.7753,0.1506,0.1143,0.1543,0.1499
225,04/22/13 06时01分13秒,0.776,0.1506,0.1143,0.1543,0.1506
226,04/22/13 06时11分13秒,0.7753,0.1506,0.1143,0.1543,0.1506
227,04/22/13 06时21分13秒,0.7738,0.1506,0.1143,0.1543,0.1506
228,04/22/13 06时31分13秒,0.7731,0.1506,0.1143,0.1543,0.1499
229,04/22/13 06时41分13秒,0.7738,0.1506,0.1143,0.1543,0.1499
230,04/22/13 06时51分13秒,0.7731,0.1506,0.1143,0.1543,0.1499
231,04/22/13 07时01分13秒,0.7745,0.1506,0.1143,0.1543,0.1499
232,04/22/13 07时11分13秒,0.7753,0.1506,0.1143,0.1543,0.1499
233,04/22/13 07时21分13秒,0.7767,0.1506,0.1143,0.1543,0.1499
234,04/22/13 07时31分13秒,0.776,0.1506,0.1143,0.1543,0.1499
235,04/22/13 07时41分13秒,0.7724,0.1506,0.1143,0.1543,0.1499
236,04/22/13 07时51分13秒,0.7782,0.1506,0.1143,0.1543,0.1499
237,04/22/13 08时01分13秒,0.7731,0.1506,0.1143,0.1543,0.1499
238,04/22/13 08时11分13秒,0.7753,0.1506,0.1143,0.1543,0.1499
239,04/22/13 08时21分13秒,0.7767,0.1506,0.1143,0.1543,0.1499
240,04/22/13 08时31分13秒,0.7782,0.1506,0.1143,0.1543,0.1499
241,04/22/13 08时41分13秒,0.784,0.1506,0.1143,0.1543,0.1499
242,04/22/13 08时51分13秒,0.7913,0.1499,0.1143,0.1543,0.1499
243,04/22/13 09时01分13秒,0.8029,0.1499,0.1143,0.1543,0.1499
244,04/22/13 09时11分13秒,0.8138,0.1499,0.1129,0.1543,0.1499
245,04/22/13 09时21分13秒,0.8247,0.1506,0.1136,0.1543,0.1499
246,04/22/13 09时31分13秒,0.8334,0.1506,0.1143,0.1543,0.1499
247,04/22/13 09时41分13秒,0.8494,0.1506,0.1143,0.1543,0.1499
248,04/22/13 09时51分13秒,0.8544,0.1506,0.1143,0.1543,0.1499
249,04/22/13 10时01分13秒,0.8573,0.1506,0.1143,0.1543,0.1499
250,04/22/13 10时11分13秒,0.861,0.1506,0.1143,0.1543,0.1499
251,04/22/13 10时21分13秒,0.8617,0.1506,0.1143,0.1543,0.1499
252,04/22/13 10时31分13秒,0.8661,0.1499,0.1143,0.1543,0.1499
253,04/22/13 10时41分13秒,0.8762,0.1506,0.1129,0.1543,0.1499
254,04/22/13 10时51分13秒,0.8886,0.1506,0.1136,0.1543,0.1499
255,04/22/13 11时01分13秒,0.9046,0.1506,0.1143,0.1543,0.1492
256,04/22/13 11时11分13秒,0.9111,0.1506,0.1143,0.1543,0.1499
257,04/22/13 11时21分13秒,0.9198,0.1506,0.1143,0.1543,0.1499
258,04/22/13 11时31分13秒,0.9278,0.1506,0.1143,0.1543,0.1499
259,04/22/13 11时41分13秒,0.9365,0.1499,0.1143,0.1543,0.1492
260,04/22/13 11时51分13秒,0.9474,0.1506,0.1143,0.1543,0.1492
261,04/22/13 12时01分13秒,0.9598,0.1506,0.1136,0.1543,0.1492
262,04/22/13 12时11分13秒,0.9728,0.1506,0.1129,0.1543,0.1492
263,04/22/13 12时21分13秒,0.9888,0.1506,0.1129,0.1543,0.1492
264,04/22/13 12时31分13秒,0.999,0.1506,0.1129,0.1543,0.1499
265,04/22/13 12时41分13秒,1.0026,0.1506,0.1143,0.1543,0.1492
266,04/22/13 12时51分13秒,1.0019,0.1506,0.1143,0.1543,0.1492
267,04/22/13 13时01分13秒,1.0012,0.1506,0.1143,0.1543,0.1499
268,04/22/13 13时11分13秒,0.9961,0.1506,0.1143,0.1543,0.1492
269,04/22/13 13时21分13秒,0.9932,0.1506,0.1136,0.1543,0.1492
270,04/22/13 13时31分13秒,0.9924,0.1506,0.1129,0.1543,0.1492
271,04/22/13 13时41分13秒,0.9881,0.1506,0.1129,0.1535,0.1492
272,04/22/13 13时51分13秒,0.9852,0.1506,0.1129,0.1543,0.1492
273,04/22/13 14时01分13秒,0.9859,0.1506,0.1136,0.1543,0.1492
274,04/22/13 14时11分13秒,0.9859,0.1506,0.1136,0.1543,0.1492
275,04/22/13 14时21分13秒,0.9779,0.1506,0.1129,0.1543,0.1492
276,04/22/13 14时31分13秒,0.9699,0.1506,0.1136,0.1535,0.1492
277,04/22/13 14时41分13秒,0.9677,0.1506,0.1136,0.1543,0.1492
278,04/22/13 14时51分13秒,0.9627,0.1506,0.1129,0.1543,0.1492
279,04/22/13 15时01分13秒,0.9619,0.1506,0.1129,0.1543,0.1499
280,04/22/13 15时11分13秒,0.9612,0.1506,0.1143,0.1543,0.1492
281,04/22/13 15时21分13秒,0.9641,0.1499,0.1143,0.1543,0.1499
282,04/22/13 15时31分13秒,0.9699,0.1506,0.1143,0.1543,0.1492
283,04/22/13 15时41分13秒,0.9728,0.1506,0.1136,0.1543,0.1492
284,04/22/13 15时51分13秒,0.9743,0.1506,0.1143,0.1543,0.1499
285,04/22/13 16时01分13秒,0.9743,0.1506,0.1143,0.1543,0.1499
286,04/22/13 16时11分13秒,0.9772,0.1506,0.1136,0.1543,0.1499
287,04/22/13 16时21分13秒,0.983,0.1506,0.1129,0.1535,0.1492
288,04/22/13 16时31分13秒,0.9895,0.1499,0.1143,0.1535,0.1499
289,04/22/13 16时41分13秒,0.9903,0.1506,0.1129,0.1543,0.1499
290,04/22/13 16时51分13秒,0.9895,0.1506,0.1129,0.1543,0.1499
291,04/22/13 17时01分13秒,0.9815,0.1506,0.1129,0.1535,0.1492
292,04/22/13 17时11分13秒,0.9779,0.1506,0.1143,0.1543,0.1499
293,04/22/13 17时21分13秒,0.9707,0.1506,0.1143,0.1535,0.1499
294,04/22/13 17时31分13秒,0.9634,0.1506,0.1143,0.1543,0.1499
295,04/22/13 17时41分13秒,0.9569,0.1499,0.1136,0.1543,0.1499
296,04/22/13 17时51分13秒,0.9496,0.1499,0.1143,0.1543,0.1499
297,04/22/13 18时01分13秒,0.9394,0.1506,0.1143,0.1543,0.1499
298,04/22/13 18时11分13秒,0.9365,0.1499,0.1143,0.1543,0.1499
299,04/22/13 18时21分13秒,0.9336,0.1506,0.1143,0.1543,0.1499
300,04/22/13 18时31分13秒,0.9293,0.1499,0.1143,0.1543,0.1499
301,04/22/13 18时41分13秒,0.9242,0.1499,0.1143,0.1543,0.1499
302,04/22/13 18时51分13秒,0.9191,0.1499,0.1143,0.1543,0.1499
303,04/22/13 19时01分13秒,0.9111,0.1499,0.1143,0.1543,0.1499
304,04/22/13 19时11分13秒,0.9075,0.1499,0.1143,0.1543,0.1499
305,04/22/13 19时21分13秒,0.9017,0.1499,0.1136,0.1543,0.1506
306,04/22/13 19时31分13秒,0.8973,0.1506,0.1136,0.1543,0.1506
307,04/22/13 19时41分13秒,0.8908,0.1499,0.1136,0.1543,0.1506
308,04/22/13 19时51分13秒,0.8857,0.1506,0.1143,0.1543,0.1506
309,04/22/13 20时01分13秒,0.8828,0.1506,0.1136,0.1543,0.1506
310,04/22/13 20时11分13秒,0.8806,0.1506,0.1136,0.1543,0.1506
311,04/22/13 20时21分13秒,0.8799,0.1499,0.1143,0.1543,0.1506
312,04/22/13 20时31分13秒,0.877,0.1506,0.1136,0.1543,0.1506
313,04/22/13 20时41分13秒,0.8741,0.1506,0.1136,0.1543,0.1506
314,04/22/13 20时51分13秒,0.869,0.1499,0.1143,0.1543,0.1506
315,04/22/13 21时01分13秒,0.8639,0.1499,0.1143,0.1543,0.1506
316,04/22/13 21时11分13秒,0.861,0.1506,0.1143,0.1543,0.1506
317,04/22/13 21时21分13秒,0.8581,0.1506,0.1136,0.1543,0.1506
318,04/22/13 21时31分13秒,0.8573,0.1499,0.1143,0.1543,0.1506
319,04/22/13 21时41分13秒,0.8515,0.1506,0.1143,0.1543,0.1506
320,04/22/13 21时51分13秒,0.8501,0.1499,0.1129,0.1543,0.1506
321,04/22/13 22时01分13秒,0.8457,0.1499,0.1143,0.1543,0.1506
322,04/22/13 22时11分13秒,0.8421,0.1499,0.1143,0.1535,0.1506
323,04/22/13 22时21分13秒,0.8399,0.1506,0.1143,0.1543,0.1506
324,04/22/13 22时31分13秒,0.8385,0.1499,0.1143,0.1543,0.1506
325,04/22/13 22时41分13秒,0.8327,0.1499,0.1143,0.1543,0.1506
326,04/22/13 22时51分13秒,0.8276,0.1499,0.1143,0.1543,0.1506
327,04/22/13 23时01分13秒,0.8225,0.1506,0.1143,0.1535,0.1506
328,04/22/13 23时11分13秒,0.8203,0.1506,0.1143,0.1543,0.1506
329,04/22/13 23时21分13秒,0.8181,0.1506,0.1143,0.1543,0.1506
330,04/22/13 23时31分13秒,0.8181,0.1506,0.1143,0.1543,0.1506
331,04/22/13 23时41分13秒,0.8145,0.1506,0.1143,0.1543,0.1506
332,04/22/13 23时51分13秒,0.8123,0.1506,0.1143,0.1543,0.1506
333,04/23/13 00时01分13秒,0.8101,0.1506,0.1143,0.1543,0.1506
334,04/23/13 00时11分13秒,0.8087,0.1506,0.1136,0.1543,0.1506
335,04/23/13 00时21分13秒,0.8058,0.1506,0.1143,0.1543,0.1506
336,04/23/13 00时31分13秒,0.8036,0.1506,0.1136,0.1543,0.1506
337,04/23/13 00时41分13秒,0.8029,0.1506,0.1143,0.1543,0.1506
338,04/23/13 00时51分13秒,0.8021,0.1506,0.1136,0.1543,0.1506
