ID,Year,DateTime,雨量(mm),历时(min),雨强(mm/h)
233,2017,2017/7/28 6:22,0.5,8,3.75
234,2017,2017/7/28 6:32,0.4,10,2.4
235,2017,2017/7/28 6:44,0.5,12,2.5
236,2017,2017/7/28 6:57,0.5,13,2.31
237,2017,2017/7/28 7:19,0.3,22,0.82
238,2017,2017/7/28 7:39,0.1,20,0.3
239,2017,2017/7/28 10:4,0,145,0
240,2017,2017/7/28 10:33,0.1,29,0.21
241,2017,2017/7/28 10:52,0.2,19,0.63
242,2017,2017/7/28 11:6,0,14,0
243,2017,2017/7/28 11:20,0.3,14,1.29
244,2017,2017/7/28 11:38,0.4,18,1.33
245,2017,2017/7/28 11:53,0.3,15,1.2
246,2017,2017/7/28 12:7,0.5,14,2.14
247,2017,2017/7/28 12:9,0.1,2,3
248,2017,2017/7/28 12:57,0.2,48,0.25
249,2017,2017/7/28 13:40,0.1,43,0.14
250,2017,2017/8/7 8:31,0,0,0
251,2017,2017/8/7 8:35,0.4,4,6
252,2017,2017/8/7 8:40,0.5,5,6
253,2017,2017/8/7 8:42,1,2,30
254,2017,2017/8/7 8:45,1,3,20
255,2017,2017/8/7 8:48,1.4,3,28
256,2017,2017/8/7 8:55,0.9,7,7.71
257,2017,2017/8/7 9:0,2.6,5,31.2
258,2017,2017/8/7 9:1,0,1,0
259,2017,2017/8/7 9:2,0.8,1,48
260,2017,2017/8/7 9:3,1.1,1,66
261,2017,2017/8/7 9:5,1.1,2,33
262,2017,2017/8/7 9:7,1,2,30
263,2017,2017/8/7 9:7,1.2,0,0
264,2017,2017/8/7 9:9,1.6,2,48
265,2017,2017/8/7 9:10,1.1,1,66
266,2017,2017/8/7 9:10,0.7,0,0
267,2017,2017/8/7 9:10,0.7,0,0
268,2017,2017/8/7 9:14,0.7,4,10.5
269,2017,2017/8/7 9:17,0,3,0
270,2017,2017/8/7 9:19,2.2,2,66
271,2017,2017/8/7 9:21,2.8,2,84
272,2017,2017/8/7 9:25,1.6,4,24
273,2017,2017/8/7 9:29,3.3,4,49.5
274,2017,2017/8/7 9:29,0,0,0
275,2017,2017/8/7 9:31,0.8,2,24
276,2017,2017/8/7 9:34,1,3,20
277,2017,2017/8/7 9:38,1,4,15
278,2017,2017/8/7 9:44,0.9,6,9
279,2017,2017/8/7 9:48,1,4,15
280,2017,2017/8/7 9:51,1.6,3,32
281,2017,2017/8/7 9:55,1.7,4,25.5
282,2017,2017/8/7 10:1,1.9,6,19
283,2017,2017/8/7 10:5,0.7,4,10.5
284,2017,2017/8/7 10:11,0.8,6,8
285,2017,2017/8/7 10:16,0.4,5,4.8
286,2017,2017/8/7 10:18,0.8,2,24
287,2017,2017/8/7 10:24,1,6,10
288,2017,2017/8/7 10:28,0.6,4,9
289,2017,2017/8/7 10:31,0.6,3,12
290,2017,2017/8/7 10:36,0.7,5,8.4
291,2017,2017/8/7 10:40,0.7,4,10.5
292,2017,2017/8/7 10:43,0.8,3,16
293,2017,2017/8/7 10:47,0.8,4,12
294,2017,2017/8/7 10:49,0.7,2,21
295,2017,2017/8/7 10:55,1.4,6,14
296,2017,2017/8/7 10:59,0.3,4,4.5
297,2017,2017/8/7 11:4,0.5,5,6
298,2017,2017/8/7 11:10,0.3,6,3
299,2017,2017/8/7 11:19,0.3,9,2
300,2017,2017/8/7 11:29,0.3,10,1.8
301,2017,2017/8/7 11:41,0.4,12,2
302,2017,2017/8/7 11:45,0.2,4,3
303,2017,2017/8/7 11:51,0.4,6,4
304,2017,2017/8/7 12:2,0.4,11,2.18
305,2017,2017/8/7 12:12,0.5,10,3
306,2017,2017/8/7 12:23,0.3,11,1.64
307,2017,2017/8/7 12:34,0.5,11,2.73
308,2017,2017/8/7 12:49,0.4,15,1.6
309,2017,2017/8/7 13:0,0.3,11,1.64
310,2017,2017/8/7 13:14,0.6,14,2.57
311,2017,2017/8/7 13:30,0.4,16,1.5
312,2017,2017/8/7 13:36,0.3,6,3
313,2017,2017/8/7 13:52,0.2,16,0.75
314,2017,2017/8/19 19:30,0,0,0
315,2017,2017/8/19 19:31,0.6,1,36
316,2017,2017/8/19 19:35,0.8,4,12
317,2017,2017/8/19 19:41,1.1,6,11
318,2017,2017/8/19 19:46,0.6,5,7.2
319,2017,2017/8/19 19:51,1.1,5,13.2
320,2017,2017/8/19 20:6,0.8,15,3.2
321,2017,2017/8/19 20:24,0.3,18,1
322,2017,2017/8/19 20:44,0.2,20,0.6
323,2017,2017/8/19 21:0,0.1,16,0.38
324,2017,2017/8/19 22:1,0.1,61,0.1
325,2017,2017/8/20 0:21,0.2,140,0.09
326,2017,2017/8/20 0:28,0.6,7,5.14
327,2017,2017/8/20 0:32,0.7,4,10.5
328,2017,2017/8/20 0:35,0.8,3,16
329,2017,2017/8/20 0:35,0.8,0,0
330,2017,2017/8/20 0:50,0.2,15,0.8
331,2017,2017/8/20 1:5,0.1,15,0.4
332,2017,2017/8/20 1:17,0.6,12,3
333,2017,2017/8/20 1:18,0.1,1,6
334,2017,2017/8/20 1:23,0.4,5,4.8
335,2017,2017/8/20 1:56,0.1,33,0.18
336,2017,2017/8/20 4:0,0.2,124,0.1
337,2017,2017/8/20 4:11,0.4,11,2.18
338,2017,2017/8/20 4:25,0.6,14,2.57
339,2017,2017/8/20 4:35,0.5,10,3
340,2017,2017/8/20 4:55,0.4,20,1.2
341,2017,2017/8/20 5:44,0.2,49,0.24
342,2017,2017/8/20 5:58,0.3,14,1.29
343,2017,2017/8/20 6:35,0.1,37,0.16
344,2017,2017/8/20 6:50,0.3,15,1.2
345,2017,2017/8/20 7:21,0.4,31,0.77
346,2017,2017/8/20 7:56,0.2,35,0.34
347,2017,2017/8/20 8:21,0.1,25,0.24
348,2017,2017/8/20 8:39,0.4,18,1.33
349,2017,2017/8/20 9:3,0.3,24,0.75
350,2017,2017/8/20 9:23,0.3,20,0.9
351,2017,2017/8/20 9:42,0.4,19,1.26
352,2017,2017/8/20 9:52,0.5,10,3
353,2017,2017/8/20 10:8,0.1,16,0.38
354,2017,2017/8/20 10:21,0.5,13,2.31
355,2017,2017/8/20 10:28,0.6,7,5.14
356,2017,2017/8/20 10:41,0.3,13,1.38
357,2017,2017/8/20 11:0,0.2,19,0.63
358,2017,2017/8/20 11:9,0.5,9,3.33
359,2017,2017/8/20 11:21,0.6,12,3
360,2017,2017/8/20 11:27,0.8,6,8
361,2017,2017/8/20 11:43,0.6,16,2.25
362,2017,2017/8/20 11:53,0.3,10,1.8
363,2017,2017/8/20 12:4,0.2,11,1.09
364,2017,2017/8/20 12:27,0.1,23,0.26
365,2017,2017/8/20 12:37,0.3,10,1.8
366,2017,2017/8/20 12:53,0.2,16,0.75
367,2017,2017/8/20 13:4,0.1,11,0.55
368,2017,2017/8/20 13:10,0.2,6,2
369,2017,2017/8/20 13:33,0.1,23,0.26
370,2017,2017/8/20 13:41,0.3,8,2.25
371,2017,2017/8/20 13:56,0.3,15,1.2
372,2017,2017/8/20 16:0,0.2,124,0.1
373,2017,2017/8/20 16:18,0.2,18,0.67
374,2017,2017/8/22 18:40,0,0,0
375,2017,2017/8/22 18:52,0.2,12,1
376,2017,2017/8/22 19:7,0.3,15,1.2
377,2017,2017/8/22 19:24,0.3,17,1.06
378,2017,2017/8/22 19:49,0.2,25,0.48
379,2017,2017/8/22 20:16,0.1,27,0.22
380,2017,2017/8/22 20:38,0.2,22,0.55
381,2017,2017/8/22 21:7,0.2,29,0.41
382,2017,2017/8/22 23:45,0.2,158,0.08
383,2017,2017/8/23 0:10,0.2,25,0.48
384,2017,2017/8/23 0:34,0.3,24,0.75
385,2017,2017/8/23 0:52,0.2,18,0.67
386,2017,2017/8/23 1:5,0.1,13,0.46
387,2017,2017/8/23 1:24,0.7,19,2.21
388,2017,2017/8/23 2:54,0.2,90,0.13
389,2017,2017/8/23 3:14,0.2,20,0.6
390,2017,2017/8/23 3:30,0.2,16,0.75
391,2017,2017/8/23 3:36,0.6,6,6
392,2017,2017/8/23 3:45,0.6,9,4
393,2017,2017/8/23 4:1,0.3,16,1.12
394,2017,2017/8/23 4:9,0.3,8,2.25
395,2017,2017/8/23 4:35,0.2,26,0.46
396,2017,2017/8/23 4:45,0.2,10,1.2
397,2017,2017/8/23 4:54,0.2,9,1.33
398,2017,2017/8/23 5:14,0.1,20,0.3
399,2017,2017/8/23 5:24,0.3,10,1.8
400,2017,2017/8/23 5:57,0.2,33,0.36
401,2017,2017/8/23 6:18,0.7,21,2
402,2017,2017/8/23 6:18,0,0,0
403,2017,2017/8/23 6:38,0.4,20,1.2
404,2017,2017/8/23 6:55,0.3,17,1.06
405,2017,2017/8/23 7:25,0.3,30,0.6
406,2017,2017/8/23 7:56,0.3,31,0.58
407,2017,2017/8/23 8:18,0.2,22,0.55
408,2017,2017/8/23 8:58,0.6,40,0.9
409,2017,2017/8/23 9:22,0.3,24,0.75
410,2017,2017/8/23 9:53,0.3,31,0.58
411,2017,2017/8/23 10:17,0.4,24,1
412,2017,2017/8/23 10:52,0.5,35,0.86
413,2017,2017/8/23 11:24,0.7,32,1.31
414,2017,2017/8/23 11:46,0.3,22,0.82
415,2017,2017/8/23 12:19,0.2,33,0.36
416,2017,2017/8/23 13:7,0.3,48,0.38
417,2017,2017/8/23 13:42,0.3,35,0.51
418,2017,2017/8/23 14:8,0.2,26,0.46
419,2017,2017/8/23 14:33,0.3,25,0.72
420,2017,2017/8/23 15:10,0.4,37,0.65
421,2017,2017/8/23 15:36,0.3,26,0.69
422,2017,2017/8/23 16:3,0.3,27,0.67
423,2017,2017/8/23 16:38,0.5,35,0.86
424,2017,2017/8/23 16:58,0.3,20,0.9
425,2017,2017/8/23 17:22,0.7,24,1.75
426,2017,2017/8/23 17:43,0.3,21,0.86
427,2017,2017/8/28 0:11,0,0,0
428,2017,2017/8/28 0:45,0.3,34,0.53
429,2017,2017/8/28 2:41,0.1,116,0.05
430,2017,2017/8/28 3:4,0.4,23,1.04
431,2017,2017/8/28 3:21,0.2,17,0.71
432,2017,2017/8/28 3:45,0.1,24,0.25
433,2017,2017/8/28 3:54,1.2,9,8
434,2017,2017/8/28 3:58,0.9,4,13.5
435,2017,2017/8/28 4:5,0.7,7,6
436,2017,2017/8/28 4:16,0.2,11,1.09
437,2017,2017/8/28 5:13,0.2,57,0.21
438,2017,2017/8/28 5:22,0.2,9,1.33
439,2017,2017/8/28 5:28,0.5,6,5
440,2017,2017/8/28 5:34,0.5,6,5
441,2017,2017/8/28 5:36,0.6,2,18
442,2017,2017/8/28 5:43,0.8,7,6.86
443,2017,2017/8/28 5:49,0.7,6,7
444,2017,2017/8/28 5:56,0.7,7,6
445,2017,2017/8/28 6:11,1.3,15,5.2
446,2017,2017/8/28 6:13,0,2,0
447,2017,2017/8/28 6:21,0.8,8,6
448,2017,2017/8/28 6:30,0.9,9,6
449,2017,2017/8/28 6:35,0.7,5,8.4
450,2017,2017/8/28 6:49,0.6,14,2.57
451,2017,2017/8/28 7:1,0.4,12,2
452,2017,2017/8/28 7:15,0.5,14,2.14
453,2017,2017/8/28 7:30,0.2,15,0.8
454,2017,2017/8/28 7:40,0.5,10,3
455,2017,2017/8/28 8:1,0.3,21,0.86
456,2017,2017/8/28 8:16,0.3,15,1.2
457,2017,2017/8/28 8:24,0.5,8,3.75
458,2017,2017/8/28 8:47,0.3,23,0.78
459,2017,2017/8/28 9:4,0.3,17,1.06
460,2017,2017/8/28 9:22,0.3,18,1
461,2017,2017/8/28 9:38,0.1,16,0.38
462,2017,2017/8/28 9:52,0.6,14,2.57
463,2017,2017/8/28 10:11,0.3,19,0.95
464,2017,2017/8/28 11:41,0.2,90,0.13
465,2017,2017/8/28 12:4,0.4,23,1.04
466,2017,2017/8/28 19:1,0,0,0
467,2017,2017/8/28 19:24,0.2,23,0.52
468,2017,2017/8/28 19:43,0.1,19,0.32
469,2017,2017/8/28 20:6,0,23,0
470,2017,2017/8/28 20:30,0.2,24,0.5
471,2017,2017/8/28 21:2,0.1,32,0.19
472,2017,2017/8/28 21:14,0.2,12,1
473,2017,2017/8/28 21:36,0.3,22,0.82
474,2017,2017/8/28 21:47,0.3,11,1.64
475,2017,2017/8/28 22:7,0.3,20,0.9
476,2017,2017/8/28 22:30,0.3,23,0.78
477,2017,2017/8/28 22:40,0.4,10,2.4
478,2017,2017/8/28 22:52,0.6,12,3
479,2017,2017/8/28 23:34,0.1,42,0.14
480,2017,2017/8/28 23:51,0.3,17,1.06
481,2017,2017/8/29 0:5,0.4,14,1.71
482,2017,2017/8/29 0:10,0.4,5,4.8
483,2017,2017/8/29 0:45,0.1,35,0.17
484,2017,2017/8/29 0:54,0.6,9,4
485,2017,2017/8/29 1:3,0.7,9,4.67
486,2017,2017/8/29 1:19,0.5,16,1.88
487,2017,2017/8/29 1:43,0.5,24,1.25
488,2017,2017/8/29 2:28,0.2,45,0.27
489,2017,2017/8/29 2:57,0.2,29,0.41
490,2017,2017/8/29 3:30,0.3,33,0.55
491,2017,2017/8/29 4:1,0.2,31,0.39
492,2017,2017/8/29 4:20,0.5,19,1.58
493,2017,2017/8/29 4:45,0.2,25,0.48
494,2017,2017/8/29 5:33,0.2,48,0.25
495,2017,2017/8/29 5:58,0.6,25,1.44
496,2017,2017/8/29 6:21,0.2,23,0.52
497,2017,2017/8/29 6:57,0.5,36,0.83
498,2017,2017/8/29 7:0,0.4,3,8
499,2017,2017/8/29 7:19,0.3,19,0.95
500,2017,2017/8/29 7:41,0.3,22,0.82
501,2017,2017/8/29 8:11,0.4,30,0.8
502,2017,2017/8/29 8:47,0.2,36,0.33
503,2017,2017/8/29 9:13,0.4,26,0.92
504,2017,2017/8/29 9:36,0.6,23,1.57
505,2017,2017/8/29 10:5,0.2,29,0.41
506,2017,2017/8/29 10:40,0.5,35,0.86
507,2017,2017/8/29 11:14,0.1,34,0.18
508,2017,2017/8/29 11:39,0.3,25,0.72
509,2017,2017/8/29 12:9,0.3,30,0.6
510,2017,2017/8/29 12:29,0.4,20,1.2
511,2017,2017/8/29 12:54,0.3,25,0.72
512,2017,2017/8/29 13:14,0.4,20,1.2
513,2017,2017/8/29 13:54,0.5,40,0.75
514,2017,2017/8/29 14:23,0.6,29,1.24
515,2017,2017/8/29 14:46,0.4,23,1.04
516,2017,2017/8/29 15:30,0.4,44,0.55
517,2017,2017/8/29 16:5,0.3,35,0.51
518,2017,2017/8/29 16:30,0.4,25,0.96
519,2017,2017/8/29 16:54,0.6,24,1.5
520,2017,2017/8/29 17:13,0.5,19,1.58
521,2017,2017/8/29 17:32,0.4,19,1.26
522,2017,2017/8/29 17:53,0.3,21,0.86
