"","Amount","Duration","ID","Year","DateTime","雨强.mm.h.","model1$cluster","model2$cluster","model3$cluster"
"133",0.1,4,166,2017,"2017/6/4 11:16",1.5,1,1,1
"134",0.1,42,479,2017,"2017/8/28 23:34",0.14,4,1,3
"135",0.1,43,71,2017,"2017/5/23 1:56",0.14,4,1,3
"136",0.1,43,71,2017,"2017/5/23 1:56",0.14,4,1,3
"137",0.1,43,249,2017,"2017/7/28 13:40",0.14,4,1,3
"138",0.1,43,249,2017,"2017/7/28 13:40",0.14,4,1,3
"139",0.1,50,161,2017,"2017/6/4 9:1",0.12,3,1,3
"140",0.1,52,145,2017,"2017/6/3 17:32",0.12,3,1,3
"141",0.1,55,162,2017,"2017/6/4 9:56",0.11,3,1,3
"142",0.1,61,324,2017,"2017/8/19 22:1",0.1,3,1,4
"143",0.1,66,148,2017,"2017/6/3 19:24",0.09,3,1,4
"144",0.1,67,11,2014,"2014/6/18 22:00",0.2,3,1,4
"145",0.1,7,203,2017,"2017/6/22 16:33",0.86,1,1,1
"146",0.1,7,203,2017,"2017/6/22 16:33",0.86,1,1,1
"147",0.1,7,79,2017,"2017/5/23 4:19",0.86,1,1,1
"148",0.1,7,79,2017,"2017/5/23 4:19",0.86,1,1,1
"149",0.1,97,171,2017,"2017/6/4 14:42",0.06,3,2,4
"150",0.11,114,12,2016,"2016/5/5 4:53",0.06,2,2,4
"151",0.11,25,140,2016,"2016/7/7 7:35",0.26,4,1,3
"152",0.11,26,157,2016,"2016/8/8 1:26",0.25,4,1,3
"153",0.11,33,133,2016,"2016/7/7 4:36",0.2,4,1,3
"154",0.11,37,20,2016,"2016/5/5 10:15",0.18,4,1,3
"155",0.11,39,38,2016,"2016/5/5 19:2",0.17,4,1,3
"156",0.11,65,44,2016,"2016/5/5 21:39",0.1,3,1,4
"157",0.13,23,8,2016,"2016/5/5 1:26",0.34,4,1,3
"158",0.13,34,155,2016,"2016/8/8 0:25",0.23,4,1,3
"159",0.13,54,58,2016,"2016/5/5 1:28",0.14,3,1,3
"160",0.13,57,70,2016,"2016/5/5 6:44",0.14,3,1,3
"161",0.13,8,7,2016,"2016/5/5 1:3",0.98,1,1,1
"162",0.15,16,146,2016,"2016/8/8 20:47",0.56,1,1,1
"163",0.15,28,138,2016,"2016/7/7 6:26",0.32,4,1,3
"164",0.15,28,138,2016,"2016/7/7 6:26",0.32,4,1,3
"165",0.15,28,2,2016,"2016/5/5 23:18",0.32,4,1,3
"166",0.15,28,2,2016,"2016/5/5 23:18",0.32,4,1,3
"167",0.15,38,6,2016,"2016/5/5 0:55",0.24,4,1,3
"168",0.15,68,105,2016,"2016/7/7 12:3",0.13,3,1,4
"169",0.16,29,116,2016,"2016/7/7 22:12",0.33,4,1,3
"170",0.17,102,144,2016,"2016/8/8 20:21",0.1,2,2,4
"171",0.17,12,42,2016,"2016/5/5 20:23",0.85,1,1,1
"172",0.17,13,45,2016,"2016/5/5 21:52",0.78,1,1,1
"173",0.17,19,9,2016,"2016/5/5 1:45",0.54,4,1,1
"174",0.17,23,5,2016,"2016/5/5 0:17",0.44,4,1,3
"175",0.17,6,47,2016,"2016/5/5 23:4",1.7,1,1,1
"176",0.17,66,46,2016,"2016/5/5 22:58",0.15,3,1,4
"177",0.19,10,99,2016,"2016/7/7 8:32",1.14,1,1,1
"178",0.19,15,11,2016,"2016/5/5 2:59",0.76,1,1,1
"179",0.19,27,78,2016,"2016/7/7 2:51",0.42,4,1,3
"180",0.19,4,56,2016,"2016/5/5 0:9",2.85,1,1,1
"181",0.19,45,106,2016,"2016/7/7 12:48",0.25,3,1,3
"182",0.2,10,396,2017,"2017/8/23 4:45",1.2,1,1,1
"183",0.2,10,396,2017,"2017/8/23 4:45",1.2,1,1,1
"184",0.2,10,396,2017,"2017/8/23 4:45",1.2,1,1,1
"185",0.2,10,117,2017,"2017/5/23 10:9",1.2,1,1,1
"186",0.2,10,117,2017,"2017/5/23 10:9",1.2,1,1,1
"187",0.2,10,117,2017,"2017/5/23 10:9",1.2,1,1,1
"188",0.2,10,145,2016,"2016/8/8 20:31",1.2,1,1,1
"189",0.2,10,145,2016,"2016/8/8 20:31",1.2,1,1,1
"190",0.2,10,145,2016,"2016/8/8 20:31",1.2,1,1,1
"191",0.2,106,138,2017,"2017/6/3 14:47",0.11,2,2,4
"192",0.2,11,41,2014,"2014/9/11 6:09",1,1,1,1
"193",0.2,11,41,2014,"2014/9/11 6:09",1,1,1,1
"194",0.2,11,41,2014,"2014/9/11 6:09",1,1,1,1
"195",0.2,11,41,2014,"2014/9/11 6:09",1,1,1,1
"196",0.2,11,41,2014,"2014/9/11 6:09",1,1,1,1
"197",0.2,11,126,2017,"2017/5/23 11:44",1.09,1,1,1
"198",0.2,11,126,2017,"2017/5/23 11:44",1.09,1,1,1
"199",0.2,11,126,2017,"2017/5/23 11:44",1.09,1,1,1
"200",0.2,11,126,2017,"2017/5/23 11:44",1.09,1,1,1
"201",0.2,11,126,2017,"2017/5/23 11:44",1.09,1,1,1
"202",0.2,11,436,2017,"2017/8/28 4:16",1.09,1,1,1
"203",0.2,11,436,2017,"2017/8/28 4:16",1.09,1,1,1
"204",0.2,11,436,2017,"2017/8/28 4:16",1.09,1,1,1
"205",0.2,11,436,2017,"2017/8/28 4:16",1.09,1,1,1
"206",0.2,11,436,2017,"2017/8/28 4:16",1.09,1,1,1
"207",0.2,11,18,2017,"2017/5/3 17:10",1.09,1,1,1
"208",0.2,11,18,2017,"2017/5/3 17:10",1.09,1,1,1
"209",0.2,11,18,2017,"2017/5/3 17:10",1.09,1,1,1
"210",0.2,11,18,2017,"2017/5/3 17:10",1.09,1,1,1
"211",0.2,11,18,2017,"2017/5/3 17:10",1.09,1,1,1
"212",0.2,11,363,2017,"2017/8/20 12:4",1.09,1,1,1
"213",0.2,11,363,2017,"2017/8/20 12:4",1.09,1,1,1
"214",0.2,11,363,2017,"2017/8/20 12:4",1.09,1,1,1
"215",0.2,11,363,2017,"2017/8/20 12:4",1.09,1,1,1
"216",0.2,11,363,2017,"2017/8/20 12:4",1.09,1,1,1
"217",0.2,110,178,2017,"2017/6/4 17:50",0.11,2,2,4
"218",0.2,12,472,2017,"2017/8/28 21:14",1,1,1,1
"219",0.2,12,472,2017,"2017/8/28 21:14",1,1,1,1
"220",0.2,12,375,2017,"2017/8/22 18:52",1,1,1,1
"221",0.2,12,375,2017,"2017/8/22 18:52",1,1,1,1
"222",0.2,124,372,2017,"2017/8/20 16:0",0.1,2,2,2
"223",0.2,124,372,2017,"2017/8/20 16:0",0.1,2,2,2
"224",0.2,124,336,2017,"2017/8/20 4:0",0.1,2,2,2
"225",0.2,124,336,2017,"2017/8/20 4:0",0.1,2,2,2
"226",0.2,14,128,2017,"2017/5/23 12:6",0.86,1,1,1
"227",0.2,14,128,2017,"2017/5/23 12:6",0.86,1,1,1
"228",0.2,14,187,2017,"2017/6/4 19:56",0.86,1,1,1
"229",0.2,14,187,2017,"2017/6/4 19:56",0.86,1,1,1
"230",0.2,140,325,2017,"2017/8/20 0:21",0.09,2,3,2
"231",0.2,15,80,2017,"2017/5/23 4:34",0.8,1,1,1
"232",0.2,15,80,2017,"2017/5/23 4:34",0.8,1,1,1
"233",0.2,15,80,2017,"2017/5/23 4:34",0.8,1,1,1
"234",0.2,15,453,2017,"2017/8/28 7:30",0.8,1,1,1
"235",0.2,15,453,2017,"2017/8/28 7:30",0.8,1,1,1
"236",0.2,15,453,2017,"2017/8/28 7:30",0.8,1,1,1
"237",0.2,15,330,2017,"2017/8/20 0:50",0.8,1,1,1
"238",0.2,15,330,2017,"2017/8/20 0:50",0.8,1,1,1
"239",0.2,15,330,2017,"2017/8/20 0:50",0.8,1,1,1
"240",0.2,150,225,2017,"2017/7/28 5:20",0.08,2,3,2
"241",0.2,158,382,2017,"2017/8/22 23:45",0.08,2,3,2
"242",0.2,16,366,2017,"2017/8/20 12:53",0.75,1,1,1
"243",0.2,16,366,2017,"2017/8/20 12:53",0.75,1,1,1
"244",0.2,16,366,2017,"2017/8/20 12:53",0.75,1,1,1
"245",0.2,16,366,2017,"2017/8/20 12:53",0.75,1,1,1
"246",0.2,16,58,2017,"2017/5/4 0:53",0.75,1,1,1
"247",0.2,16,58,2017,"2017/5/4 0:53",0.75,1,1,1
"248",0.2,16,58,2017,"2017/5/4 0:53",0.75,1,1,1
"249",0.2,16,58,2017,"2017/5/4 0:53",0.75,1,1,1
"250",0.2,16,390,2017,"2017/8/23 3:30",0.75,1,1,1
"251",0.2,16,390,2017,"2017/8/23 3:30",0.75,1,1,1
"252",0.2,16,390,2017,"2017/8/23 3:30",0.75,1,1,1
"253",0.2,16,390,2017,"2017/8/23 3:30",0.75,1,1,1
"254",0.2,16,313,2017,"2017/8/7 13:52",0.75,1,1,1
"255",0.2,16,313,2017,"2017/8/7 13:52",0.75,1,1,1
"256",0.2,16,313,2017,"2017/8/7 13:52",0.75,1,1,1
"257",0.2,16,313,2017,"2017/8/7 13:52",0.75,1,1,1
"258",0.2,17,431,2017,"2017/8/28 3:21",0.71,1,1,1
"259",0.2,17,431,2017,"2017/8/28 3:21",0.71,1,1,1
"260",0.2,17,431,2017,"2017/8/28 3:21",0.71,1,1,1
"261",0.2,17,431,2017,"2017/8/28 3:21",0.71,1,1,1
"262",0.2,17,181,2017,"2017/6/4 18:39",0.71,1,1,1
"263",0.2,17,181,2017,"2017/6/4 18:39",0.71,1,1,1
"264",0.2,17,181,2017,"2017/6/4 18:39",0.71,1,1,1
"265",0.2,17,181,2017,"2017/6/4 18:39",0.71,1,1,1
"266",0.2,17,136,2016,"2016/7/7 5:30",0.71,1,1,1
"267",0.2,17,136,2016,"2016/7/7 5:30",0.71,1,1,1
"268",0.2,17,136,2016,"2016/7/7 5:30",0.71,1,1,1
"269",0.2,17,136,2016,"2016/7/7 5:30",0.71,1,1,1
"270",0.2,17,121,2017,"2017/5/23 11:0",0.71,1,1,1
"271",0.2,17,121,2017,"2017/5/23 11:0",0.71,1,1,1
"272",0.2,17,121,2017,"2017/5/23 11:0",0.71,1,1,1
"273",0.2,17,121,2017,"2017/5/23 11:0",0.71,1,1,1
"274",0.2,18,373,2017,"2017/8/20 16:18",0.67,4,1,1
"275",0.2,18,373,2017,"2017/8/20 16:18",0.67,4,1,1
"276",0.2,18,373,2017,"2017/8/20 16:18",0.67,4,1,1
"277",0.2,18,373,2017,"2017/8/20 16:18",0.67,4,1,1
"278",0.2,18,73,2017,"2017/5/23 3:8",0.67,4,1,1
"279",0.2,18,73,2017,"2017/5/23 3:8",0.67,4,1,1
"280",0.2,18,73,2017,"2017/5/23 3:8",0.67,4,1,1
"281",0.2,18,73,2017,"2017/5/23 3:8",0.67,4,1,1
"282",0.2,18,182,2017,"2017/6/4 18:57",0.67,4,1,1
"283",0.2,18,182,2017,"2017/6/4 18:57",0.67,4,1,1
"284",0.2,18,182,2017,"2017/6/4 18:57",0.67,4,1,1
"285",0.2,18,182,2017,"2017/6/4 18:57",0.67,4,1,1
"286",0.2,18,385,2017,"2017/8/23 0:52",0.67,4,1,1
"287",0.2,18,385,2017,"2017/8/23 0:52",0.67,4,1,1
"288",0.2,18,385,2017,"2017/8/23 0:52",0.67,4,1,1
"289",0.2,18,385,2017,"2017/8/23 0:52",0.67,4,1,1
"290",0.2,19,357,2017,"2017/8/20 11:0",0.63,4,1,1
"291",0.2,19,357,2017,"2017/8/20 11:0",0.63,4,1,1
"292",0.2,19,357,2017,"2017/8/20 11:0",0.63,4,1,1
"293",0.2,19,357,2017,"2017/8/20 11:0",0.63,4,1,1
"294",0.2,19,220,2017,"2017/7/28 1:28",0.63,4,1,1
"295",0.2,19,220,2017,"2017/7/28 1:28",0.63,4,1,1
"296",0.2,19,220,2017,"2017/7/28 1:28",0.63,4,1,1
"297",0.2,19,220,2017,"2017/7/28 1:28",0.63,4,1,1
"298",0.2,19,241,2017,"2017/7/28 10:52",0.63,4,1,1
"299",0.2,19,241,2017,"2017/7/28 10:52",0.63,4,1,1
"300",0.2,19,241,2017,"2017/7/28 10:52",0.63,4,1,1
"301",0.2,19,241,2017,"2017/7/28 10:52",0.63,4,1,1
"302",0.2,19,65,2017,"2017/5/22 21:39",0.63,4,1,1
"303",0.2,19,65,2017,"2017/5/22 21:39",0.63,4,1,1
"304",0.2,19,65,2017,"2017/5/22 21:39",0.63,4,1,1
"305",0.2,19,65,2017,"2017/5/22 21:39",0.63,4,1,1
"306",0.2,20,12,2017,"2017/5/3 13:53",0.6,4,1,1
"307",0.2,20,12,2017,"2017/5/3 13:53",0.6,4,1,1
"308",0.2,20,12,2017,"2017/5/3 13:53",0.6,4,1,1
"309",0.2,20,12,2017,"2017/5/3 13:53",0.6,4,1,1
"310",0.2,20,12,2017,"2017/5/3 13:53",0.6,4,1,1
"311",0.2,20,12,2017,"2017/5/3 13:53",0.6,4,1,1
"312",0.2,20,35,2016,"2016/5/5 15:34",0.6,4,1,1
"313",0.2,20,35,2016,"2016/5/5 15:34",0.6,4,1,1
"314",0.2,20,35,2016,"2016/5/5 15:34",0.6,4,1,1
"315",0.2,20,35,2016,"2016/5/5 15:34",0.6,4,1,1
"316",0.2,20,35,2016,"2016/5/5 15:34",0.6,4,1,1
"317",0.2,20,35,2016,"2016/5/5 15:34",0.6,4,1,1
"318",0.2,20,133,2017,"2017/5/23 13:6",0.6,4,1,1
"319",0.2,20,133,2017,"2017/5/23 13:6",0.6,4,1,1
"320",0.2,20,133,2017,"2017/5/23 13:6",0.6,4,1,1
"321",0.2,20,133,2017,"2017/5/23 13:6",0.6,4,1,1
"322",0.2,20,133,2017,"2017/5/23 13:6",0.6,4,1,1
"323",0.2,20,133,2017,"2017/5/23 13:6",0.6,4,1,1
"324",0.2,20,86,2014,"2014/9/21 0:41",0.6,4,1,1
"325",0.2,20,86,2014,"2014/9/21 0:41",0.6,4,1,1
"326",0.2,20,86,2014,"2014/9/21 0:41",0.6,4,1,1
"327",0.2,20,86,2014,"2014/9/21 0:41",0.6,4,1,1
"328",0.2,20,86,2014,"2014/9/21 0:41",0.6,4,1,1
"329",0.2,20,86,2014,"2014/9/21 0:41",0.6,4,1,1
"330",0.2,20,389,2017,"2017/8/23 3:14",0.6,4,1,1
"331",0.2,20,389,2017,"2017/8/23 3:14",0.6,4,1,1
"332",0.2,20,389,2017,"2017/8/23 3:14",0.6,4,1,1
"333",0.2,20,389,2017,"2017/8/23 3:14",0.6,4,1,1
"334",0.2,20,389,2017,"2017/8/23 3:14",0.6,4,1,1
"335",0.2,20,389,2017,"2017/8/23 3:14",0.6,4,1,1
"336",0.2,20,322,2017,"2017/8/19 20:44",0.6,4,1,1
"337",0.2,20,322,2017,"2017/8/19 20:44",0.6,4,1,1
"338",0.2,20,322,2017,"2017/8/19 20:44",0.6,4,1,1
"339",0.2,20,322,2017,"2017/8/19 20:44",0.6,4,1,1
"340",0.2,20,322,2017,"2017/8/19 20:44",0.6,4,1,1
"341",0.2,20,322,2017,"2017/8/19 20:44",0.6,4,1,1
"342",0.2,21,221,2017,"2017/7/28 1:49",0.57,4,1,1
"343",0.2,21,221,2017,"2017/7/28 1:49",0.57,4,1,1
"344",0.2,21,221,2017,"2017/7/28 1:49",0.57,4,1,1
"345",0.2,21,179,2017,"2017/6/4 18:11",0.57,4,1,1
"346",0.2,21,179,2017,"2017/6/4 18:11",0.57,4,1,1
"347",0.2,21,179,2017,"2017/6/4 18:11",0.57,4,1,1
"348",0.2,21,143,2017,"2017/6/3 16:18",0.57,4,1,1
"349",0.2,21,143,2017,"2017/6/3 16:18",0.57,4,1,1
"350",0.2,21,143,2017,"2017/6/3 16:18",0.57,4,1,1
"351",0.2,22,380,2017,"2017/8/22 20:38",0.55,4,1,3
"352",0.2,22,380,2017,"2017/8/22 20:38",0.55,4,1,3
"353",0.2,22,407,2017,"2017/8/23 8:18",0.55,4,1,3
"354",0.2,22,407,2017,"2017/8/23 8:18",0.55,4,1,3
"355",0.2,23,61,2017,"2017/5/4 1:47",0.52,4,1,3
"356",0.2,23,61,2017,"2017/5/4 1:47",0.52,4,1,3
"357",0.2,23,61,2017,"2017/5/4 1:47",0.52,4,1,3
"358",0.2,23,467,2017,"2017/8/28 19:24",0.52,4,1,3
"359",0.2,23,467,2017,"2017/8/28 19:24",0.52,4,1,3
"360",0.2,23,467,2017,"2017/8/28 19:24",0.52,4,1,3
"361",0.2,23,496,2017,"2017/8/29 6:21",0.52,4,1,3
"362",0.2,23,496,2017,"2017/8/29 6:21",0.52,4,1,3
"363",0.2,23,496,2017,"2017/8/29 6:21",0.52,4,1,3
"364",0.2,24,470,2017,"2017/8/28 20:30",0.5,4,1,3
"365",0.2,24,470,2017,"2017/8/28 20:30",0.5,4,1,3
"366",0.2,24,129,2016,"2016/7/7 3:4",0.5,4,1,3
"367",0.2,24,129,2016,"2016/7/7 3:4",0.5,4,1,3
"368",0.2,25,378,2017,"2017/8/22 19:49",0.48,4,1,3
"369",0.2,25,378,2017,"2017/8/22 19:49",0.48,4,1,3
"370",0.2,25,378,2017,"2017/8/22 19:49",0.48,4,1,3
"371",0.2,25,378,2017,"2017/8/22 19:49",0.48,4,1,3
"372",0.2,25,169,2017,"2017/6/4 12:40",0.48,4,1,3
"373",0.2,25,169,2017,"2017/6/4 12:40",0.48,4,1,3
"374",0.2,25,169,2017,"2017/6/4 12:40",0.48,4,1,3
"375",0.2,25,169,2017,"2017/6/4 12:40",0.48,4,1,3
"376",0.2,25,383,2017,"2017/8/23 0:10",0.48,4,1,3
"377",0.2,25,383,2017,"2017/8/23 0:10",0.48,4,1,3
"378",0.2,25,383,2017,"2017/8/23 0:10",0.48,4,1,3
"379",0.2,25,383,2017,"2017/8/23 0:10",0.48,4,1,3
"380",0.2,25,493,2017,"2017/8/29 4:45",0.48,4,1,3
"381",0.2,25,493,2017,"2017/8/29 4:45",0.48,4,1,3
"382",0.2,25,493,2017,"2017/8/29 4:45",0.48,4,1,3
"383",0.2,25,493,2017,"2017/8/29 4:45",0.48,4,1,3
"384",0.2,26,2,2017,"2017/5/3 11:25",0.46,4,1,3
"385",0.2,26,2,2017,"2017/5/3 11:25",0.46,4,1,3
